y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
13.75,3,1.75,2230.0,13529.0,1.0,A0,0,9,2230,0,2230.0,11900.0,66
1.32,2,1.5,1068.0,1158.0,2.0,A0,0,7,1068,0,,1278.0,25
2.0,3,2.0,1380.0,3500.0,2.0,A0,0,7,1380,0,1620.0,3900.0,44
5.53,3,2.25,1720.0,8521.0,1.0,A0,0,7,1140,580,1530.0,8692.0,31
9.23,3,3.75,3710.0,34412.0,2.0,A0,0,10,2910,800,2390.0,34412.0,37
1.65,5,1.75,2460.0,16000.0,1.0,A0,0,7,1230,1230,1990.0,16000.0,58
5.3,3,2.0,2060.0,4040.0,1.0,A0,0,8,1120,940,1500.0,4000.0,68
3.65,3,1.75,1560.0,7207.0,1.0,A0,0,7,1250,310,,7485.0,32
4.03,3,1.75,2790.0,36585.0,1.0,A0,0,8,1410,1380,1900.0,45302.0,45
18.25,4,3.25,4130.0,112521.0,2.0,A0,0,11,4130,0,3140.0,26147.0,37
3.11,4,2.5,2478.0,6079.0,2.0,A0,0,8,2478,0,2279.0,6079.0,3
2.1,5,2.5,2270.0,6300.0,2.0,A0,0,8,2270,0,2240.0,7005.0,20
5.2,3,2.25,2400.0,16301.0,1.0,A0,0,8,1400,1000,1720.0,9828.0,53
4.45,2,1.0,1250.0,3708.0,1.5,A0,0,7,1250,0,1430.0,3708.0,89
3.25,4,1.75,1850.0,6480.0,1.0,A0,0,7,1120,730,,5040.0,57
1.69,2,1.0,1180.0,10200.0,1.0,A0,0,7,1180,0,1330.0,10200.0,60
8.15,4,2.0,1480.0,11171.0,1.5,A0,0,6,1480,0,2790.0,20680.0,68
3.4,4,2.0,1780.0,12161.0,1.0,A0,0,7,1160,620,1780.0,8170.0,65
12.75,4,3.5,3500.0,9525.0,2.0,A0,0,10,3500,0,2630.0,9525.0,16
2.44,3,1.5,2010.0,10100.0,1.0,A0,0,7,1110,900,1900.0,10100.0,51
11.05,6,6.5,6260.0,10955.0,2.0,A0,0,11,4840,1420,2710.0,12550.0,8
8.0925,4,2.5,3840.0,12151.0,2.0,A0,0,10,3840,0,3560.0,11044.0,17
6.375,3,1.75,1770.0,2800.0,1.5,A0,0,7,1770,0,1630.0,3254.0,101
7.45,3,2.25,2880.0,9750.0,2.0,A0,0,10,2880,0,,11090.0,26
6.54,3,3.25,2250.0,60548.0,1.0,A0,0,9,2250,0,2760.0,84070.0,10
5.65,3,2.0,1380.0,4800.0,1.0,A0,0,7,1380,0,,5640.0,67
2.62,3,1.75,1400.0,6000.0,1.0,A0,0,7,700,700,,6000.0,96
2.75,2,1.0,910.0,4500.0,1.5,A0,0,7,910,0,1270.0,3500.0,109
2.8,2,1.0,2020.0,6720.0,1.0,A0,0,7,1010,1010,,6720.0,67
4.7,3,1.75,1680.0,6200.0,1.5,A0,0,7,1680,0,1680.0,5100.0,99
11.9,3,1.75,2240.0,5657.0,1.5,A0,2,8,1910,330,,5657.0,74
10.25,4,2.75,3590.0,5625.0,2.0,A0,0,10,3590,0,3590.0,5625.0,3
7.2,2,1.0,1380.0,5000.0,1.5,A0,2,5,1380,0,1500.0,5000.0,110
3.94,4,1.75,2960.0,11347.0,1.0,A0,0,8,1570,1390,1660.0,8911.0,69
4.4,3,2.5,2000.0,3837.0,2.0,A0,0,8,2000,0,2210.0,4075.0,4
1.65,3,1.75,1590.0,7931.0,1.0,A0,0,7,1190,400,1680.0,7931.0,36
10.73,10,5.25,4590.0,10920.0,1.0,A0,2,9,2500,2090,2730.0,10400.0,7
7.95,4,2.5,,12001.0,2.0,A0,0,9,2650,0,2880.0,14054.0,31
4.6,5,2.25,2520.0,49222.0,2.0,A0,0,8,2520,0,2780.0,55321.0,37
19.25,5,4.25,6490.0,10862.0,2.0,A0,3,11,3940,2550,3290.0,14080.0,24
14.8,5,2.5,2870.0,16238.0,2.0,A0,0,8,2870,0,2870.0,16238.0,53
2.775,3,2.0,1920.0,33630.0,1.0,A0,0,8,1920,0,,7505.0,23
2.625,2,1.0,1300.0,6731.0,1.0,A0,0,7,1300,0,1240.0,6731.0,65
2.85,4,2.5,2640.0,7388.0,2.0,A0,0,7,2640,0,2640.0,6383.0,12
5.51,3,2.25,1810.0,5107.0,2.0,A0,0,8,1810,0,1760.0,5454.0,26
9.0,5,4.0,4850.0,36450.0,2.0,A0,0,10,4850,0,3850.0,35325.0,38
2.975,2,2.5,1400.0,2958.0,2.0,A0,0,8,1400,0,1540.0,2385.0,8
2.45,3,2.0,1550.0,34175.0,1.5,A0,0,7,1550,0,2300.0,35174.0,16
5.05,3,1.75,1850.0,5100.0,1.0,A0,0,7,1020,830,,5100.0,106
5.64,4,2.0,1840.0,5419.0,1.0,A0,0,7,920,920,1800.0,5419.0,73
2.525,4,2.25,2240.0,9600.0,2.0,A0,0,8,2240,0,2050.0,9240.0,44
2.75,2,1.0,1070.0,2880.0,1.0,A0,0,7,1070,0,2030.0,2880.0,113
4.2,2,2.25,1160.0,1010.0,2.0,A0,0,8,1000,160,1200.0,1170.0,9
5.75,5,2.0,1910.0,4667.0,1.0,A0,0,7,1010,900,1230.0,2545.0,107
5.1,3,1.5,1810.0,3880.0,1.5,A0,0,8,1310,500,1400.0,3880.0,86
3.65,4,2.25,2600.0,28600.0,1.0,A0,0,8,1810,790,2580.0,26950.0,47
1.7,3,2.0,2040.0,13125.0,1.0,A0,0,6,810,1230,1460.0,10582.0,105
3.17,2,1.5,940.0,5000.0,1.0,A0,0,7,810,130,940.0,5026.0,90
3.14,4,1.75,2400.0,7700.0,1.5,A0,0,7,1500,900,1530.0,7700.0,88
4.0,5,2.75,3100.0,5298.0,2.0,A0,0,7,3100,0,2440.0,5250.0,8
4.41,4,2.75,2210.0,10800.0,1.0,A0,0,8,1170,1040,2210.0,10800.0,18
1.89,3,1.5,1470.0,14821.0,1.0,A0,0,7,1470,0,,15370.0,57
2.1,3,1.75,1020.0,5000.0,1.0,A0,0,6,1020,0,1360.0,5000.0,61
4.95,2,1.0,1500.0,6685.0,1.0,A0,0,7,1190,310,1420.0,6561.0,89
4.5,3,2.5,3030.0,4500.0,2.0,A0,0,8,3030,0,3030.0,4501.0,6
3.97,3,2.5,1860.0,415126.0,2.0,A0,0,7,1860,0,2070.0,432841.4099022886,9
2.64,3,1.5,1740.0,21980.0,1.0,A0,0,7,1740,0,,16100.0,42
4.0495,4,2.25,2570.0,11070.0,2.0,A0,0,8,2570,0,2210.0,9600.0,49
4.6,2,1.75,2330.0,7280.0,1.0,A0,0,7,1450,880,,12178.0,33
4.64,3,1.75,1790.0,9860.0,1.0,A0,0,7,1410,380,1820.0,9555.0,37
5.55,4,2.5,2540.0,4727.0,2.0,A0,0,9,2540,0,3640.0,5129.0,16
3.24,3,3.0,1520.0,1884.0,3.0,A0,0,8,1520,0,1360.0,1939.0,6
1.95,3,2.25,2390.0,7000.0,1.0,A0,0,7,1990,400,1610.0,7000.0,45
1.6,2,1.0,1500.0,8015.0,1.0,A0,0,6,1500,0,,8015.0,68
2.77,5,2.5,2420.0,8560.0,1.0,A0,2,7,1620,800,2210.0,7040.0,37
2.2495,3,1.0,1410.0,81021.0,1.0,A0,0,7,1410,0,2000.0,81021.0,66
4.82,4,2.5,2840.0,4500.0,2.0,A0,0,8,2840,0,2840.0,4939.0,3
1.75,3,2.5,1700.0,6000.0,2.0,A0,0,8,1700,0,,6626.0,18
3.95,3,1.5,1500.0,5000.0,1.5,A0,0,7,1140,360,1500.0,5000.0,88
1.82,3,1.75,1330.0,36537.0,1.0,A0,0,7,1330,0,1650.0,35100.0,26
4.55,3,2.5,3150.0,21893.0,2.0,A0,0,9,3150,0,2280.0,21886.0,9
10.74,4,3.0,5940.0,11533.0,2.0,A0,4,11,4950,990,4240.0,12813.0,11
4.1,3,2.25,1570.0,6810.0,1.0,A0,0,8,1180,390,1620.0,6584.0,27
0.8825,2,1.0,770.0,8150.0,1.0,A0,0,6,770,0,1140.0,8550.0,64
5.982,5,3.0,4180.0,8561.0,2.0,A0,0,7,4180,0,3425.0,6591.0,12
4.005,3,1.0,1500.0,9416.0,1.0,A0,0,8,1500,0,1440.0,7200.0,63
4.53,3,2.5,2020.0,5613.0,2.0,A0,0,7,2020,0,2020.0,4609.0,12
1.82,3,1.75,1800.0,9000.0,1.0,A0,0,7,1200,600,980.0,6000.0,54
1.62,3,1.5,1800.0,9216.0,1.0,A0,0,7,1800,0,1400.0,10022.0,65
7.15,4,2.5,2560.0,12760.0,1.0,A0,0,7,1760,800,1760.0,6384.0,66
3.5,3,2.25,1570.0,7475.0,1.0,A0,0,7,1200,370,1700.0,7230.0,32
3.9,4,2.25,1820.0,20349.0,1.0,A0,0,8,1340,480,1270.0,12800.0,38
2.15,4,1.0,1010.0,7200.0,1.5,A0,0,6,1010,0,1360.0,7200.0,68
2.0495,5,1.75,2150.0,7171.0,1.0,A0,0,7,1460,690,1710.0,7300.0,45
2.65,3,2.5,1720.0,4120.0,2.0,A0,0,7,1720,0,,5544.0,16
5.6895,3,2.25,1760.0,2122.0,3.0,A0,0,9,1760,0,1420.0,1618.0,0
8.55,3,2.5,3780.0,35273.0,1.5,A0,0,10,3780,0,3450.0,35273.0,29
3.85,2,1.0,890.0,2100.0,1.0,A0,0,6,760,130,,4250.0,96
1.7995,4,2.0,2180.0,8800.0,1.0,A0,0,7,1170,1010,1630.0,8800.0,38
1.43,5,1.75,1930.0,8040.0,1.0,A0,0,8,1930,0,2370.0,8000.0,49
5.5,3,2.5,,10027.0,2.0,A0,0,8,1860,0,1530.0,9204.0,22
2.549,3,1.75,1670.0,5209.0,1.5,A0,0,7,1670,0,1990.0,4960.0,107
1.74,3,1.0,1752.0,14626.0,2.0,A0,2,8,1752,0,1800.0,9000.0,10
4.0,3,1.0,1380.0,4635.0,1.0,A0,0,6,1380,0,1790.0,4635.0,96
7.25,2,1.0,1570.0,5000.0,1.5,A0,3,8,1570,0,1760.0,3000.0,91
6.037,3,1.75,1970.0,10548.0,1.0,A0,0,8,1300,670,,8548.0,42
1.7,3,2.5,1460.0,11593.0,2.0,A0,0,7,1460,0,1640.0,9703.0,26
7.05,4,2.75,3430.0,6500.0,2.0,A0,0,9,3050,380,3070.0,6802.0,9
2.72,3,1.0,940.0,9198.0,1.0,A0,0,7,940,0,1430.0,8370.0,47
2.5,2,1.0,750.0,5534.0,1.0,A0,0,7,750,0,1050.0,5534.0,68
2.15,3,1.0,960.0,9000.0,1.0,A0,0,7,960,0,1520.0,9000.0,60
5.9,3,1.0,1260.0,24550.0,1.5,A0,2,7,1260,0,2500.0,12320.0,78
4.75,3,2.5,2430.0,5400.0,2.0,A0,0,8,2430,0,2640.0,11990.0,8
5.08,3,2.25,1830.0,8276.0,1.0,A0,0,8,1350,480,1920.0,8276.0,26
1.995,3,2.25,1450.0,4050.0,2.0,A0,0,7,1450,0,1660.0,3800.0,5
5.75,4,2.0,1610.0,8976.0,1.0,A0,0,8,1610,0,1930.0,8976.0,49
14.31,4,3.25,3660.0,5800.0,2.5,A0,0,10,3360,300,3240.0,5800.0,106
1.94,3,2.0,1410.0,10577.0,1.0,A0,0,7,1410,0,1660.0,6757.0,21
6.745,4,2.75,2490.0,3840.0,1.5,A0,0,7,1610,880,1420.0,4000.0,93
3.5,3,1.75,2120.0,5992.0,1.0,A0,0,7,1060,1060,1840.0,11000.0,68
2.019,2,1.0,1350.0,10096.0,1.0,A0,2,7,1350,0,,10095.0,63
5.55,4,2.5,2190.0,9880.0,1.0,A0,0,8,1410,780,2190.0,9198.0,36
6.07,4,2.5,2390.0,53941.0,2.0,A0,0,8,2390,0,2610.0,104108.0,26
31.25,6,5.0,7100.0,18200.0,2.5,A0,0,13,5240,1860,3130.0,6477.0,82
1.87,3,2.5,1970.0,8727.0,2.0,A0,0,7,1970,0,1670.0,9168.0,20
1.67,3,1.75,1500.0,7560.0,1.0,A0,0,7,1500,0,,7560.0,36
1.5495,4,1.5,1570.0,6717.0,1.0,A0,0,6,1570,0,1140.0,6716.0,104
3.9,3,2.5,2714.0,17936.0,2.0,A0,0,9,2714,0,2590.0,18386.0,10
2.3,2,1.0,1290.0,3383.0,2.0,A0,0,7,1290,0,1290.0,2828.0,7
3.61,2,1.0,790.0,6600.0,1.0,A0,0,6,790,0,,4400.0,66
4.82,3,2.5,1630.0,1587.0,3.0,A0,0,8,1630,0,1500.0,1527.0,11
7.1,4,2.5,3440.0,56192.0,2.0,A0,0,9,3440,0,3150.0,44431.0,21
8.25,4,3.25,4700.0,38412.0,2.0,A0,0,10,3420,1280,3640.0,35571.0,37
3.75,3,1.5,2060.0,44866.0,1.0,A0,0,8,2060,0,2320.0,43995.0,62
6.85,4,3.25,2590.0,3889.0,3.0,A0,0,9,2590,0,,4062.0,2
3.11591,3,2.5,1690.0,1613.0,2.0,A0,0,8,1150,540,1690.0,1662.0,1
2.432,3,2.5,1990.0,3644.0,2.0,A0,0,7,1990,0,2580.0,3800.0,5
4.75,4,1.75,2410.0,8447.0,2.0,A0,3,8,2060,350,2520.0,14789.0,79
2.86,3,2.25,2470.0,5650.0,1.0,A0,2,7,1550,920,1660.0,5650.0,42
5.05,4,2.5,2130.0,35752.0,1.0,A0,0,8,1490,640,3030.0,34000.0,35
9.15,3,4.0,2550.0,3900.0,2.0,A0,2,8,2050,500,2340.0,6400.0,75
2.949,1,0.75,760.0,10079.0,1.0,A1,4,5,760,0,1230.0,14267.0,79
3.82,3,1.0,1170.0,3348.0,1.5,A0,0,7,1170,0,1590.0,4219.0,91
1.8,3,1.5,1490.0,6604.0,1.0,A0,0,6,1490,0,1330.0,-454703.36295650696,97
5.14,3,2.0,2250.0,8800.0,1.0,A0,0,7,1250,1000,2250.0,4800.0,90
2.68,6,5.0,2732.0,7655.0,2.0,A0,0,7,2732,0,3078.0,69993.0,6
2.8,3,2.25,1860.0,5028.0,2.0,A0,0,8,1860,0,2320.0,5465.0,3
4.25,3,2.5,,5654.0,2.0,A0,0,8,2270,0,1770.0,7840.0,16
1.2495,2,1.75,870.0,18537.0,1.0,A0,0,6,870,0,1300.0,22800.0,69
5.22,4,2.0,2120.0,4000.0,1.5,A0,0,7,1720,400,1760.0,4000.0,88
6.54953,5,3.0,3230.0,5167.0,1.5,A0,0,8,2000,1230,1509.0,1626.0,106
3.83,3,1.5,1470.0,9570.0,1.0,A0,0,7,1280,190,1390.0,9570.0,74
2.235,4,2.5,1890.0,5954.0,2.0,A0,0,7,1890,0,2030.0,5880.0,11
4.35,3,1.75,1950.0,8325.0,1.0,A0,0,7,1950,0,1950.0,8325.0,53
13.25,4,2.5,2770.0,8879.0,2.0,A0,0,9,2770,0,2770.0,8882.0,14
1.97,4,1.75,1390.0,10660.0,1.0,A0,0,7,1030,360,1800.0,11960.0,55
1.375,3,1.0,920.0,14400.0,1.0,A0,0,7,920,0,1170.0,9600.0,38
5.45,3,1.75,1680.0,28046.0,1.0,A0,3,8,1180,500,2190.0,26308.0,67
3.98,4,3.5,4370.0,37193.0,2.0,A0,3,8,2780,1590,2860.0,39356.0,19
2.715,3,1.0,1150.0,11802.0,1.0,A0,0,7,1150,0,1880.0,6082.0,83
1.75,3,1.0,990.0,8062.0,1.0,A0,0,7,990,0,1420.0,8790.0,55
4.6495,5,3.0,3100.0,5250.0,2.0,A0,0,7,3100,0,2460.0,5250.0,9
9.838,6,2.75,2980.0,20000.0,1.0,A0,4,8,2130,850,2730.0,20000.0,50
2.392,1,1.0,610.0,6000.0,1.0,A0,0,5,610,0,970.0,5000.0,97
3.5,3,2.5,2650.0,144183.0,1.0,A0,0,8,2650,0,1940.0,41210.0,48
4.6061,3,1.0,1610.0,5100.0,1.5,A0,0,7,1010,600,1270.0,5100.0,114
3.35,3,1.75,1440.0,8560.0,1.0,A0,0,7,1440,0,1460.0,7560.0,36
6.1,3,1.75,1650.0,8400.0,1.0,A0,0,8,1470,180,2020.0,7777.0,56
5.45,5,1.75,2000.0,8713.0,1.0,A0,2,7,1000,1000,2040.0,8449.0,53
3.78,3,2.5,1650.0,1838.0,2.0,A0,0,7,1270,380,1550.0,1558.0,24
5.65,3,1.0,1210.0,3720.0,2.0,A0,0,8,1210,0,,6000.0,85
3.05,3,1.75,1560.0,104108.0,1.0,A0,0,7,1250,310,2000.0,110957.0,45
5.8,3,2.5,2320.0,4721.0,2.0,A0,0,8,2320,0,2250.0,4356.0,11
1.2495,3,3.0,1530.0,2132.0,2.0,A0,0,8,1530,0,1530.0,3384.0,22
2.6,3,1.75,1790.0,5120.0,1.0,A0,0,6,940,850,1160.0,5120.0,66
2.2,3,1.75,1500.0,15246.0,1.0,A0,0,6,1500,0,1500.0,16988.0,90
3.84,4,2.0,1560.0,3840.0,1.0,A0,0,6,960,600,1560.0,4800.0,91
3.15,3,2.0,1010.0,14183.0,1.0,A0,0,8,1010,0,1750.0,11700.0,33
1.74,3,2.25,1440.0,7673.0,1.0,A0,0,7,940,500,1440.0,8418.0,33
8.2,3,2.0,2160.0,105415.0,1.0,A0,0,10,2160,0,2760.0,9620.0,24
5.45,5,2.5,2540.0,3832.0,2.0,A0,0,8,1760,780,2000.0,5289.0,86
4.9,4,2.5,2280.0,4602.0,2.0,A0,0,8,2280,0,,4193.0,12
3.355,2,1.0,1110.0,3943.0,1.0,A0,0,6,740,370,1590.0,4311.0,99
7.5,4,2.25,2110.0,12653.0,2.0,A0,0,8,2110,0,2350.0,10980.0,43
6.5,3,1.5,1790.0,6000.0,1.5,A0,0,7,1790,0,1290.0,3500.0,112
4.3,4,3.0,2280.0,7400.0,1.0,A0,0,7,1340,940,1540.0,7500.0,37
5.25,3,2.75,2080.0,16740.0,1.0,A0,3,8,1580,500,2175.0,7568.0,49
2.3,4,2.25,2580.0,8820.0,1.0,A0,0,9,1620,960,2140.0,8400.0,48
5.95,4,2.5,2095.0,4569.0,2.0,A0,0,9,2095,0,2095.0,4385.0,13
2.53,3,2.5,2242.0,4800.0,2.0,A0,0,8,2242,0,2009.0,4800.0,2
1.985,4,1.0,1360.0,6000.0,1.0,A0,0,6,1020,340,1230.0,6000.0,71
1.2495,5,2.5,1740.0,8750.0,1.0,A0,0,7,1740,0,1740.0,8750.0,56
13.75,4,3.5,4300.0,108865.0,2.0,A0,0,11,4300,0,4650.0,107498.0,1
4.3,4,2.25,2350.0,12540.0,2.0,A0,0,8,2350,0,2090.0,7964.0,47
2.5,2,1.0,810.0,4080.0,1.0,A0,0,6,810,0,1400.0,4080.0,74
1.55,4,1.5,1050.0,9516.0,1.0,A0,0,7,1050,0,1390.0,9600.0,46
7.11,4,3.5,3320.0,8808.0,2.0,A0,0,9,3320,0,3160.0,9226.0,10
2.05,3,2.5,1270.0,9675.0,2.0,A0,0,8,1270,0,1270.0,11700.0,22
5.0495,3,2.5,1810.0,1585.0,3.0,A0,0,7,1810,0,1560.0,1586.0,1
2.7,4,2.75,,7412.0,1.0,A0,0,8,1480,770,2070.0,7632.0,40
1.65,3,1.5,1010.0,10350.0,1.0,A0,0,7,1010,0,1640.0,7700.0,46
2.6,4,2.5,1750.0,8476.0,1.0,A0,0,7,1240,510,,7875.0,32
2.985,2,1.0,800.0,3330.0,1.0,A0,0,7,800,0,1300.0,4320.0,97
3.905,3,1.75,1890.0,7004.0,1.0,A0,0,7,1290,600,1440.0,5378.0,50
2.2495,3,1.5,1940.0,8951.0,1.0,A0,0,7,1300,640,2000.0,8319.0,57
4.9,2,1.75,1740.0,4736.0,1.5,A0,2,7,1040,700,2020.0,4215.0,108
7.05,4,2.5,3180.0,9603.0,2.0,A0,2,9,3180,0,2440.0,15261.0,13
1.96115,2,1.5,830.0,1325.0,2.0,A0,0,7,830,0,,1485.0,10
4.673,3,2.25,1580.0,1487.0,3.0,A0,0,9,1580,0,1600.0,1525.0,2
6.25,3,1.75,1640.0,4590.0,1.5,A0,0,7,1640,0,1760.0,5100.0,64
2.848,5,2.5,2170.0,2752.0,2.0,A0,0,8,2170,0,1800.0,2752.0,1
5.64,4,2.0,1940.0,5000.0,1.0,A0,0,7,980,960,,5000.0,105
1.5,3,1.0,990.0,8012.0,1.0,A0,0,7,990,0,1260.0,9060.0,49
8.45,3,1.75,2480.0,4000.0,1.0,A0,0,8,1240,1240,2450.0,4000.0,67
1.48,3,2.0,1670.0,6824.0,1.0,A0,0,7,1300,370,1660.0,7586.0,25
2.67,3,3.0,1260.0,1634.0,3.0,A0,0,8,1260,0,1260.0,1135.0,17
2.755,2,1.0,1450.0,6380.0,1.0,A0,0,7,1450,0,1240.0,6380.0,48
4.6,4,1.75,1570.0,3250.0,1.5,A0,0,8,1570,0,1570.0,5720.0,87
1.11,3,1.0,1200.0,10080.0,1.0,A0,0,7,1200,0,1230.0,9800.0,46
3.35,3,2.5,2150.0,4332.0,2.0,A0,0,8,2150,0,,4332.0,2
3.55,2,2.0,1440.0,213008.0,2.0,A0,0,7,1440,0,1630.0,161172.0,25
6.109,3,2.5,2290.0,9142.0,1.0,A0,0,8,2290,0,1770.0,8035.0,43
3.174,5,2.5,2520.0,27951.0,1.5,A0,0,7,1890,630,1830.0,14373.0,73
6.25,4,2.5,2490.0,7694.0,2.0,A0,0,8,2490,0,2140.0,8126.0,28
33.438,5,5.0,5450.0,20412.0,2.0,A0,0,11,5450,0,3160.0,17825.0,1
5.565,4,2.0,2530.0,5650.0,1.5,A0,0,8,1910,620,1310.0,5750.0,105
7.08,4,2.75,2080.0,5000.0,1.0,A0,0,8,1470,610,1970.0,5000.0,75
4.96,3,2.5,2140.0,2867.0,2.0,A0,0,8,1960,180,2280.0,2836.0,10
5.5,3,2.25,1920.0,9672.0,2.0,A0,0,8,1920,0,1950.0,10125.0,31
1.4,3,1.5,1610.0,5304.0,1.0,A0,0,6,1610,0,1060.0,5304.0,47
3.1,3,1.75,1560.0,5950.0,1.0,A0,0,6,780,780,1320.0,7830.0,71
6.43,3,1.0,1030.0,4958.0,1.0,A0,0,7,1030,0,2230.0,6987.0,63
2.75,3,1.0,1240.0,10800.0,1.0,A0,0,7,1240,0,,10800.0,56
3.6,3,2.0,1380.0,2500.0,1.0,A0,0,7,750,630,1630.0,3800.0,29
4.64,5,2.25,2590.0,7245.0,1.0,A0,0,8,1510,1080,1930.0,7245.0,42
3.0,3,2.5,1330.0,1064.0,3.0,A0,0,8,1330,0,1330.0,1113.0,11
5.6,3,2.5,1780.0,11000.0,1.0,A0,0,8,1210,570,2310.0,9700.0,35
8.26,4,3.25,1560.0,4080.0,1.0,A0,0,7,1560,0,1370.0,4080.0,99
5.75,3,2.0,1870.0,3388.0,1.0,A0,0,8,1230,640,1780.0,4050.0,90
3.45,5,3.0,2150.0,6117.0,1.0,A0,0,7,1370,780,1990.0,6064.0,12
5.7495,3,2.5,3310.0,387684.0,1.0,A0,0,8,2160,1150,2340.0,189050.0,96
3.625,3,2.5,2320.0,36847.0,2.0,A0,2,9,2320,0,2550.0,35065.0,23
5.1,3,3.25,3050.0,12700.0,2.0,A0,0,8,2240,810,,12386.0,25
3.64,2,1.0,1050.0,5671.0,1.0,A0,0,7,850,200,1850.0,5243.0,66
3.21,3,2.25,1680.0,9766.0,2.0,A0,0,7,1680,0,1590.0,9757.0,26
0.71,3,1.0,900.0,4770.0,1.0,A0,0,6,900,0,900.0,3480.0,46
2.49888,4,1.75,2160.0,28750.0,2.0,A0,0,8,2160,0,1790.0,53578.0,37
5.75,5,3.5,3960.0,25245.0,2.0,A0,0,9,2500,1460,2640.0,13675.0,19
2.25,3,2.25,1730.0,10030.0,1.0,A0,0,8,1730,0,2090.0,8823.0,30
2.13349,3,1.0,1250.0,18616.0,1.0,A0,0,6,1250,0,1920.0,15654.0,43
6.45001,3,2.5,1430.0,2200.0,1.5,A0,0,7,1430,0,1740.0,4275.0,105
2.2495,3,2.5,1740.0,4497.0,2.0,A0,0,7,1740,0,1950.0,4486.0,3
2.1685,3,1.5,1060.0,9711.0,1.0,A0,0,7,1060,0,1650.0,9711.0,52
5.58,4,3.5,,5817.0,2.0,A0,0,9,2910,1310,,6637.0,9
2.4445,5,2.0,2250.0,5472.0,1.5,A0,0,7,1750,500,1540.0,5472.0,85
4.74995,4,3.5,2970.0,6587.0,2.0,A0,0,8,2260,710,2970.0,5690.0,1
4.0,3,2.5,1920.0,4534.0,2.0,A0,0,8,1920,0,1380.0,5100.0,29
1.7,2,1.0,860.0,6120.0,1.0,A0,0,7,860,0,1100.0,6860.0,67
3.55,4,2.75,2470.0,50123.0,1.0,A0,0,8,1280,1190,2200.0,54520.0,37
7.238,3,2.75,2670.0,3738.0,1.0,A0,0,10,1720,950,,3734.0,2
3.29,3,1.75,1410.0,15210.0,1.0,A0,0,7,1410,0,1970.0,16290.0,65
5.43,4,1.0,1260.0,4080.0,1.0,A0,0,7,1260,0,1340.0,4080.0,104
6.25,8,2.5,2280.0,3000.0,1.5,A0,0,7,1210,1070,1610.0,3000.0,104
2.81,2,1.0,920.0,4095.0,1.0,A0,0,6,920,0,1460.0,4945.0,101
9.045,4,3.75,4133.0,361548.0,2.0,A0,0,11,4133,0,1970.0,291416.0,15
1.97,4,2.25,2040.0,7600.0,1.0,A0,0,8,1580,460,,7200.0,37
6.46,2,1.5,1790.0,4250.0,1.0,A0,0,7,920,870,1910.0,4250.0,100
3.97,2,2.25,1800.0,2748.0,2.0,A0,0,9,1800,0,,2755.0,36
2.349,3,2.5,2020.0,26670.0,2.0,A0,0,7,2020,0,,10939.0,28
3.435,2,1.0,790.0,5800.0,1.0,A0,0,6,790,0,1460.0,5800.0,72
6.55,4,3.5,4420.0,7902.0,2.0,A0,0,10,3350,1070,3440.0,7851.0,11
4.75,4,2.5,,27540.0,2.0,A0,0,8,2150,0,2150.0,27540.0,18
3.55,4,1.0,1350.0,9000.0,1.5,A0,0,7,1350,0,1940.0,8000.0,51
8.07566,4,2.5,3560.0,5265.0,3.0,A0,0,8,3560,0,3220.0,4892.0,1
0.9,4,1.0,1000.0,7134.0,1.0,A0,0,6,1000,0,1020.0,7138.0,72
1.32,4,2.0,1690.0,7728.0,1.5,A0,0,7,1690,0,1480.0,8009.0,48
1.999,4,2.5,1970.0,6600.0,2.0,A0,0,7,1970,0,1970.0,7682.0,28
2.0495,3,1.5,1520.0,7200.0,1.0,A0,0,7,1160,360,,7200.0,25
2.245,3,2.5,2090.0,7163.0,2.0,A0,0,8,2090,0,2320.0,8634.0,26
3.0,3,1.5,1240.0,7733.0,1.0,A0,0,6,790,450,1130.0,7733.0,74
1.74,3,1.0,1050.0,8498.0,1.0,A0,0,7,1050,0,1050.0,8498.0,56
3.5495,4,2.5,2320.0,4524.0,2.0,A0,0,8,2320,0,2330.0,4524.0,11
3.1,3,2.0,1320.0,1297.0,3.0,A0,0,7,1320,0,1380.0,1503.0,20
5.85,3,1.75,1980.0,3300.0,1.5,A0,0,7,1140,840,1590.0,5000.0,89
5.5,3,2.5,2410.0,64073.0,1.0,A0,0,8,1820,590,,48760.0,39
2.725,5,3.0,2230.0,6551.0,1.0,A0,0,7,1330,900,2230.0,9476.0,1
3.85,3,3.5,1600.0,1431.0,2.0,A0,0,8,1240,360,1500.0,4120.0,9
4.93,3,1.75,1930.0,213008.0,1.0,A0,2,7,1300,630,,208652.0,35
1.0525,2,0.75,900.0,9600.0,1.0,A0,0,6,900,0,1250.0,14280.0,74
4.03,4,2.0,1690.0,8208.0,1.0,A0,0,7,1210,480,1620.0,8496.0,57
3.445,3,1.5,1400.0,1091.0,3.0,A0,0,8,1400,0,1270.0,1413.0,8
3.195,4,2.5,3002.0,6042.0,2.0,A0,0,8,3002,0,,6390.0,11
6.36,3,2.5,2550.0,5376.0,2.0,A0,0,9,2550,0,2250.0,4050.0,11
0.4,2,1.0,790.0,7252.0,1.0,A0,0,5,790,0,1260.0,11470.0,85
